birth_week,cause,deaths,death_year,birth_year,group,cohort,study,age,week_in_year,rate
3-9 March 1947,external,4.0,1974,1947,1,0,NSHD,27,8,0.26085822355549754
3-9 March 1947,other,2.0,1974,1947,1,0,NSHD,27,8,0.13042911177774877
3-9 March 1947,respiratory,0.0,1974,1947,1,0,NSHD,27,8,0.0
3-9 March 1948,cancer,3.0,1974,1948,1,0,NSHD,26,8,0.1956436676666232
3-9 March 1948,cardiovascular,0.0,1974,1948,1,0,NSHD,26,8,0.0
3-9 March 1948,external,1.0,1974,1948,1,0,NSHD,26,8,0.06521455588887438
3-9 March 1948,other,1.0,1974,1948,1,0,NSHD,26,8,0.06521455588887438
3-9 March 1948,respiratory,2.0,1974,1948,1,0,NSHD,26,8,0.13042911177774877
3-9 March 1956,cancer,1.0,1974,1956,2,0,NCDS,18,8,0.06521455588887438
3-9 March 1956,cardiovascular,1.0,1974,1956,2,0,NCDS,18,8,0.06521455588887438
3-9 March 1956,external,7.0,1974,1956,2,0,NCDS,18,8,0.45650189122212076
3-9 March 1956,other,3.0,1974,1956,2,0,NCDS,18,8,0.1956436676666232
3-9 March 1956,respiratory,0.0,1974,1956,2,0,NCDS,18,8,0.0
3-9 March 1957,cancer,0.0,1974,1957,2,0,NCDS,17,8,0.0
3-9 March 1957,cardiovascular,0.0,1974,1957,2,0,NCDS,17,8,0.0
3-9 March 1957,external,1.0,1974,1957,2,0,NCDS,17,8,0.06521455588887438
3-9 March 1957,other,1.0,1974,1957,2,0,NCDS,17,8,0.06521455588887438
3-9 March 1957,respiratory,0.0,1974,1957,2,0,NCDS,17,8,0.0
3-9 March 1958,cancer,1.0,1974,1958,2,1,NCDS,16,8,0.06521455588887438
3-9 March 1958,cardiovascular,0.0,1974,1958,2,1,NCDS,16,8,0.0
3-9 March 1958,external,1.0,1974,1958,2,1,NCDS,16,8,0.06521455588887438
3-9 March 1958,other,2.0,1974,1958,2,1,NCDS,16,8,0.13042911177774877
3-9 March 1958,respiratory,1.0,1974,1958,2,1,NCDS,16,8,0.06521455588887438
3-9 March 1959,cancer,2.0,1974,1959,2,0,NCDS,15,8,0.13042911177774877
3-9 March 1959,cardiovascular,0.0,1974,1959,2,0,NCDS,15,8,0.0
3-9 March 1959,external,6.0,1974,1959,2,0,NCDS,15,8,0.3912873353332464
3-9 March 1959,other,2.0,1974,1959,2,0,NCDS,15,8,0.13042911177774877
3-9 March 1959,respiratory,1.0,1974,1959,2,0,NCDS,15,8,0.06521455588887438
3-9 March 1960,cancer,0.0,1974,1960,2,0,NCDS,14,8,0.0
3-9 March 1960,cardiovascular,1.0,1974,1960,2,0,NCDS,14,8,0.06521455588887438
3-9 March 1960,external,0.0,1974,1960,2,0,NCDS,14,8,0.0
3-9 March 1960,other,2.0,1974,1960,2,0,NCDS,14,8,0.13042911177774877
3-9 March 1960,respiratory,0.0,1974,1960,2,0,NCDS,14,8,0.0
3-9 May 1968,cancer,3.0,1974,1968,3,0,BCS70,6,7,0.1956436676666232
3-9 May 1968,cardiovascular,0.0,1974,1968,3,0,BCS70,6,7,0.0
3-9 May 1968,external,2.0,1974,1968,3,0,BCS70,6,7,0.13042911177774877
3-9 May 1968,other,2.0,1974,1968,3,0,BCS70,6,7,0.13042911177774877
3-9 May 1968,respiratory,2.0,1974,1968,3,0,BCS70,6,7,0.13042911177774877
3-9 May 1969,cancer,2.0,1974,1969,3,0,BCS70,5,7,0.13042911177774877
3-9 May 1969,cardiovascular,0.0,1974,1969,3,0,BCS70,5,7,0.0
3-9 May 1969,external,2.0,1974,1969,3,0,BCS70,5,7,0.13042911177774877
3-9 May 1969,other,2.0,1974,1969,3,0,BCS70,5,7,0.13042911177774877
3-9 May 1969,respiratory,0.0,1974,1969,3,0,BCS70,5,7,0.0
3-9 May 1970,cancer,2.0,1974,1970,3,0,BCS70,4,7,0.13042911177774877
3-9 May 1970,cardiovascular,0.0,1974,1970,3,0,BCS70,4,7,0.0
3-9 May 1970,external,2.0,1974,1970,3,0,BCS70,4,7,0.13042911177774877
3-9 May 1970,other,2.0,1974,1970,3,0,BCS70,4,7,0.13042911177774877
3-9 May 1970,respiratory,0.0,1974,1970,3,0,BCS70,4,7,0.0
3-9 May 1971,cancer,0.0,1974,1971,3,0,BCS70,3,7,0.0
3-9 May 1971,cardiovascular,0.0,1974,1971,3,0,BCS70,3,7,0.0
3-9 May 1971,external,2.0,1974,1971,3,0,BCS70,3,7,0.13042911177774877
3-9 May 1971,other,4.0,1974,1971,3,0,BCS70,3,7,0.26085822355549754
3-9 May 1971,respiratory,1.0,1974,1971,3,0,BCS70,3,7,0.06521455588887438
3-9 May 1972,cancer,1.0,1974,1972,3,0,BCS70,2,7,0.06521455588887438
3-9 May 1972,cardiovascular,0.0,1974,1972,3,0,BCS70,2,7,0.0
3-9 May 1972,external,3.0,1974,1972,3,0,BCS70,2,7,0.1956436676666232
3-9 May 1972,other,7.0,1974,1972,3,0,BCS70,2,7,0.45650189122212076
3-9 May 1972,respiratory,3.0,1974,1972,3,0,BCS70,2,7,0.1956436676666232
31-6 March/April 1944,cancer,4.0,1974,1944,1,0,NSHD,30,9,0.26085822355549754
31-6 March/April 1944,cardiovascular,3.0,1974,1944,1,0,NSHD,30,9,0.1956436676666232
31-6 March/April 1944,external,7.0,1974,1944,1,0,NSHD,30,9,0.45650189122212076
31-6 March/April 1944,other,1.0,1974,1944,1,0,NSHD,30,9,0.06521455588887438
31-6 March/April 1944,respiratory,0.0,1974,1944,1,0,NSHD,30,9,0.0
31-6 March/April 1945,cancer,6.0,1974,1945,1,0,NSHD,29,9,0.3912873353332464
31-6 March/April 1945,cardiovascular,2.0,1974,1945,1,0,NSHD,29,9,0.13042911177774877
31-6 March/April 1945,external,4.0,1974,1945,1,0,NSHD,29,9,0.26085822355549754
31-6 March/April 1945,other,0.0,1974,1945,1,0,NSHD,29,9,0.0
31-6 March/April 1945,respiratory,0.0,1974,1945,1,0,NSHD,29,9,0.0
31-6 March/April 1946,cancer,3.0,1974,1946,1,0,NSHD,28,9,0.1956436676666232
31-6 March/April 1946,cardiovascular,0.0,1974,1946,1,0,NSHD,28,9,0.0
31-6 March/April 1946,external,4.0,1974,1946,1,0,NSHD,28,9,0.26085822355549754
31-6 March/April 1946,other,2.0,1974,1946,1,0,NSHD,28,9,0.13042911177774877
31-6 March/April 1946,respiratory,1.0,1974,1946,1,0,NSHD,28,9,0.06521455588887438
31-6 March/April 1947,cancer,4.0,1974,1947,1,0,NSHD,27,9,0.26085822355549754
31-6 March/April 1947,cardiovascular,0.0,1974,1947,1,0,NSHD,27,9,0.0
31-6 March/April 1947,external,4.0,1974,1947,1,0,NSHD,27,9,0.26085822355549754
31-6 March/April 1947,other,0.0,1974,1947,1,0,NSHD,27,9,0.0
31-6 March/April 1947,respiratory,0.0,1974,1947,1,0,NSHD,27,9,0.0
31-6 March/April 1948,cancer,3.0,1974,1948,1,0,NSHD,26,9,0.1956436676666232
31-6 March/April 1948,cardiovascular,1.0,1974,1948,1,0,NSHD,26,9,0.06521455588887438
31-6 March/April 1948,external,10.0,1974,1948,1,0,NSHD,26,9,0.652145558888744
31-6 March/April 1948,other,4.0,1974,1948,1,0,NSHD,26,9,0.26085822355549754
31-6 March/April 1948,respiratory,0.0,1974,1948,1,0,NSHD,26,9,0.0
31-6 March/April 1956,cancer,1.0,1974,1956,2,0,NCDS,18,9,0.06521455588887438
31-6 March/April 1956,cardiovascular,0.0,1974,1956,2,0,NCDS,18,9,0.0
31-6 March/April 1956,external,9.0,1974,1956,2,0,NCDS,18,9,0.5869310029998697
31-6 March/April 1956,other,2.0,1974,1956,2,0,NCDS,18,9,0.13042911177774877
31-6 March/April 1956,respiratory,1.0,1974,1956,2,0,NCDS,18,9,0.06521455588887438
31-6 March/April 1957,cancer,0.0,1974,1957,2,0,NCDS,17,9,0.0
31-6 March/April 1957,cardiovascular,1.0,1974,1957,2,0,NCDS,17,9,0.06521455588887438
31-6 March/April 1957,external,6.0,1974,1957,2,0,NCDS,17,9,0.3912873353332464
31-6 March/April 1957,other,5.0,1974,1957,2,0,NCDS,17,9,0.326072779444372
31-6 March/April 1957,respiratory,1.0,1974,1957,2,0,NCDS,17,9,0.06521455588887438
31-6 March/April 1958,cancer,1.0,1974,1958,2,0,NCDS,16,9,0.06521455588887438
31-6 March/April 1958,cardiovascular,0.0,1974,1958,2,0,NCDS,16,9,0.0
31-6 March/April 1958,external,2.0,1974,1958,2,0,NCDS,16,9,0.13042911177774877
31-6 March/April 1958,other,2.0,1974,1958,2,0,NCDS,16,9,0.13042911177774877
31-6 March/April 1958,respiratory,1.0,1974,1958,2,0,NCDS,16,9,0.06521455588887438
31-6 March/April 1959,cancer,1.0,1974,1959,2,0,NCDS,15,9,0.06521455588887438
31-6 March/April 1959,cardiovascular,1.0,1974,1959,2,0,NCDS,15,9,0.06521455588887438
31-6 March/April 1959,external,2.0,1974,1959,2,0,NCDS,15,9,0.13042911177774877
31-6 March/April 1959,other,1.0,1974,1959,2,0,NCDS,15,9,0.06521455588887438
31-6 March/April 1959,respiratory,1.0,1974,1959,2,0,NCDS,15,9,0.06521455588887438
31-6 March/April 1960,cancer,0.0,1974,1960,2,0,NCDS,14,9,0.0
31-6 March/April 1960,cardiovascular,1.0,1974,1960,2,0,NCDS,14,9,0.06521455588887438
31-6 March/April 1960,external,1.0,1974,1960,2,0,NCDS,14,9,0.06521455588887438
31-6 March/April 1960,other,2.0,1974,1960,2,0,NCDS,14,9,0.13042911177774877
31-6 March/April 1960,respiratory,0.0,1974,1960,2,0,NCDS,14,9,0.0
5-11 April 1968,cancer,1.0,1974,1968,3,0,BCS70,6,8,0.06521455588887438
5-11 April 1968,cardiovascular,0.0,1974,1968,3,0,BCS70,6,8,0.0
5-11 April 1968,external,3.0,1974,1968,3,0,BCS70,6,8,0.1956436676666232
5-11 April 1968,other,1.0,1974,1968,3,0,BCS70,6,8,0.06521455588887438
5-11 April 1968,respiratory,0.0,1974,1968,3,0,BCS70,6,8,0.0
5-11 April 1969,cancer,1.0,1974,1969,3,0,BCS70,5,8,0.06521455588887438
5-11 April 1969,cardiovascular,0.0,1974,1969,3,0,BCS70,5,8,0.0
5-11 April 1969,external,0.0,1974,1969,3,0,BCS70,5,8,0.0
5-11 April 1969,other,1.0,1974,1969,3,0,BCS70,5,8,0.06521455588887438
5-11 April 1969,respiratory,1.0,1974,1969,3,0,BCS70,5,8,0.06521455588887438
5-11 April 1970,cancer,1.0,1974,1970,3,1,BCS70,4,8,0.06521455588887438
5-11 April 1970,cardiovascular,0.0,1974,1970,3,1,BCS70,4,8,0.0
5-11 April 1970,external,3.0,1974,1970,3,1,BCS70,4,8,0.1956436676666232
5-11 April 1970,other,4.0,1974,1970,3,1,BCS70,4,8,0.26085822355549754
5-11 April 1970,respiratory,0.0,1974,1970,3,1,BCS70,4,8,0.0
5-11 April 1971,cancer,1.0,1974,1971,3,0,BCS70,3,8,0.06521455588887438
5-11 April 1971,cardiovascular,0.0,1974,1971,3,0,BCS70,3,8,0.0
5-11 April 1971,external,1.0,1974,1971,3,0,BCS70,3,8,0.06521455588887438
5-11 April 1971,other,6.0,1974,1971,3,0,BCS70,3,8,0.3912873353332464
5-11 April 1971,respiratory,0.0,1974,1971,3,0,BCS70,3,8,0.0
5-11 April 1972,cancer,0.0,1974,1972,3,0,BCS70,2,8,0.0
5-11 April 1972,cardiovascular,0.0,1974,1972,3,0,BCS70,2,8,0.0
5-11 April 1972,external,1.0,1974,1972,3,0,BCS70,2,8,0.06521455588887438
5-11 April 1972,other,6.0,1974,1972,3,0,BCS70,2,8,0.3912873353332464
5-11 April 1972,respiratory,1.0,1974,1972,3,0,BCS70,2,8,0.06521455588887438
8-14 March 1968,cancer,0.0,1974,1968,3,0,BCS70,6,9,0.0
8-14 March 1968,cardiovascular,0.0,1974,1968,3,0,BCS70,6,9,0.0
8-14 March 1968,external,2.0,1974,1968,3,0,BCS70,6,9,0.13042911177774877
8-14 March 1968,other,1.0,1974,1968,3,0,BCS70,6,9,0.06521455588887438
8-14 March 1968,respiratory,0.0,1974,1968,3,0,BCS70,6,9,0.0
8-14 March 1969,cancer,0.0,1974,1969,3,0,BCS70,5,9,0.0
8-14 March 1969,cardiovascular,0.0,1974,1969,3,0,BCS70,5,9,0.0
8-14 March 1969,external,2.0,1974,1969,3,0,BCS70,5,9,0.13042911177774877
8-14 March 1969,other,2.0,1974,1969,3,0,BCS70,5,9,0.13042911177774877
8-14 March 1969,respiratory,0.0,1974,1969,3,0,BCS70,5,9,0.0
8-14 March 1970,cancer,0.0,1974,1970,3,0,BCS70,4,9,0.0
8-14 March 1970,cardiovascular,0.0,1974,1970,3,0,BCS70,4,9,0.0
8-14 March 1970,external,3.0,1974,1970,3,0,BCS70,4,9,0.1956436676666232
8-14 March 1970,other,3.0,1974,1970,3,0,BCS70,4,9,0.1956436676666232
8-14 March 1970,respiratory,0.0,1974,1970,3,0,BCS70,4,9,0.0
8-14 March 1971,cancer,1.0,1974,1971,3,0,BCS70,3,9,0.06521455588887438
8-14 March 1971,cardiovascular,0.0,1974,1971,3,0,BCS70,3,9,0.0
8-14 March 1971,external,2.0,1974,1971,3,0,BCS70,3,9,0.13042911177774877
8-14 March 1971,other,2.0,1974,1971,3,0,BCS70,3,9,0.13042911177774877
8-14 March 1971,respiratory,0.0,1974,1971,3,0,BCS70,3,9,0.0
8-14 March 1972,cancer,1.0,1974,1972,3,0,BCS70,2,9,0.06521455588887438
8-14 March 1972,cardiovascular,0.0,1974,1972,3,0,BCS70,2,9,0.0
8-14 March 1972,external,4.0,1974,1972,3,0,BCS70,2,9,0.26085822355549754
8-14 March 1972,other,6.0,1974,1972,3,0,BCS70,2,9,0.3912873353332464
8-14 March 1972,respiratory,1.0,1974,1972,3,0,BCS70,2,9,0.06521455588887438
10-16 February 1944,cancer,2.0,1975,1944,1,0,NSHD,31,1,0.13042911177774877
10-16 February 1944,cardiovascular,4.0,1975,1944,1,0,NSHD,31,1,0.26085822355549754
10-16 February 1944,external,4.0,1975,1944,1,0,NSHD,31,1,0.26085822355549754
10-16 February 1944,other,1.0,1975,1944,1,0,NSHD,31,1,0.06521455588887438
10-16 February 1944,respiratory,0.0,1975,1944,1,0,NSHD,31,1,0.0
10-16 February 1945,cancer,1.0,1975,1945,1,0,NSHD,30,1,0.06521455588887438
10-16 February 1945,cardiovascular,1.0,1975,1945,1,0,NSHD,30,1,0.06521455588887438
10-16 February 1945,external,6.0,1975,1945,1,0,NSHD,30,1,0.3912873353332464
10-16 February 1945,other,1.0,1975,1945,1,0,NSHD,30,1,0.06521455588887438
10-16 February 1945,respiratory,0.0,1975,1945,1,0,NSHD,30,1,0.0
10-16 February 1946,cancer,2.0,1975,1946,1,0,NSHD,29,1,0.13042911177774877
10-16 February 1946,cardiovascular,2.0,1975,1946,1,0,NSHD,29,1,0.13042911177774877
10-16 February 1946,external,5.0,1975,1946,1,0,NSHD,29,1,0.326072779444372
10-16 February 1946,other,1.0,1975,1946,1,0,NSHD,29,1,0.06521455588887438
10-16 February 1946,respiratory,1.0,1975,1946,1,0,NSHD,29,1,0.06521455588887438
10-16 February 1947,cancer,2.0,1975,1947,1,0,NSHD,28,1,0.13042911177774877
10-16 February 1947,cardiovascular,1.0,1975,1947,1,0,NSHD,28,1,0.06521455588887438
10-16 February 1947,external,4.0,1975,1947,1,0,NSHD,28,1,0.26085822355549754
10-16 February 1947,other,2.0,1975,1947,1,0,NSHD,28,1,0.13042911177774877
10-16 February 1947,respiratory,0.0,1975,1947,1,0,NSHD,28,1,0.0
10-16 February 1948,cancer,1.0,1975,1948,1,0,NSHD,27,1,0.06521455588887438
10-16 February 1948,cardiovascular,0.0,1975,1948,1,0,NSHD,27,1,0.0
10-16 February 1948,external,1.0,1975,1948,1,0,NSHD,27,1,0.06521455588887438
10-16 February 1948,other,3.0,1975,1948,1,0,NSHD,27,1,0.1956436676666232
10-16 February 1948,respiratory,0.0,1975,1948,1,0,NSHD,27,1,0.0
10-16 February 1956,cancer,1.0,1975,1956,2,0,NCDS,19,1,0.06521455588887438
10-16 February 1956,cardiovascular,0.0,1975,1956,2,0,NCDS,19,1,0.0
10-16 February 1956,external,8.0,1975,1956,2,0,NCDS,19,1,0.5217164471109951
10-16 February 1956,other,1.0,1975,1956,2,0,NCDS,19,1,0.06521455588887438
10-16 February 1956,respiratory,0.0,1975,1956,2,0,NCDS,19,1,0.0
10-16 February 1957,cancer,1.0,1975,1957,2,0,NCDS,18,1,0.06521455588887438
10-16 February 1957,cardiovascular,1.0,1975,1957,2,0,NCDS,18,1,0.06521455588887438
10-16 February 1957,external,5.0,1975,1957,2,0,NCDS,18,1,0.326072779444372
10-16 February 1957,other,2.0,1975,1957,2,0,NCDS,18,1,0.13042911177774877
10-16 February 1957,respiratory,1.0,1975,1957,2,0,NCDS,18,1,0.06521455588887438
10-16 February 1958,cancer,0.0,1975,1958,2,0,NCDS,17,1,0.0
10-16 February 1958,cardiovascular,0.0,1975,1958,2,0,NCDS,17,1,0.0
10-16 February 1958,external,3.0,1975,1958,2,0,NCDS,17,1,0.1956436676666232
10-16 February 1958,other,3.0,1975,1958,2,0,NCDS,17,1,0.1956436676666232
10-16 February 1958,respiratory,0.0,1975,1958,2,0,NCDS,17,1,0.0
10-16 February 1959,cancer,1.0,1975,1959,2,0,NCDS,16,1,0.06521455588887438
10-16 February 1959,cardiovascular,1.0,1975,1959,2,0,NCDS,16,1,0.06521455588887438
10-16 February 1959,external,6.0,1975,1959,2,0,NCDS,16,1,0.3912873353332464
10-16 February 1959,other,0.0,1975,1959,2,0,NCDS,16,1,0.0
10-16 February 1959,respiratory,1.0,1975,1959,2,0,NCDS,16,1,0.06521455588887438
10-16 February 1960,cancer,0.0,1975,1960,2,0,NCDS,15,1,0.0
10-16 February 1960,cardiovascular,0.0,1975,1960,2,0,NCDS,15,1,0.0
10-16 February 1960,external,0.0,1975,1960,2,0,NCDS,15,1,0.0
10-16 February 1960,other,0.0,1975,1960,2,0,NCDS,15,1,0.0
10-16 February 1960,respiratory,0.0,1975,1960,2,0,NCDS,15,1,0.0
10-16 March 1944,cancer,2.0,1975,1944,1,0,NSHD,31,2,0.13042911177774877
10-16 March 1944,cardiovascular,1.0,1975,1944,1,0,NSHD,31,2,0.06521455588887438
10-16 March 1944,external,2.0,1975,1944,1,0,NSHD,31,2,0.13042911177774877
10-16 March 1944,other,0.0,1975,1944,1,0,NSHD,31,2,0.0
10-16 March 1944,respiratory,1.0,1975,1944,1,0,NSHD,31,2,0.06521455588887438
10-16 March 1945,cancer,3.0,1975,1945,1,0,NSHD,30,2,0.1956436676666232
10-16 March 1945,cardiovascular,0.0,1975,1945,1,0,NSHD,30,2,0.0
10-16 March 1945,external,4.0,1975,1945,1,0,NSHD,30,2,0.26085822355549754
10-16 March 1945,other,2.0,1975,1945,1,0,NSHD,30,2,0.13042911177774877
10-16 March 1945,respiratory,3.0,1975,1945,1,0,NSHD,30,2,0.1956436676666232
10-16 March 1946,cancer,1.0,1975,1946,1,0,NSHD,29,2,0.06521455588887438
10-16 March 1946,cardiovascular,2.0,1975,1946,1,0,NSHD,29,2,0.13042911177774877
10-16 March 1946,external,6.0,1975,1946,1,0,NSHD,29,2,0.3912873353332464
10-16 March 1946,other,1.0,1975,1946,1,0,NSHD,29,2,0.06521455588887438
10-16 March 1946,respiratory,0.0,1975,1946,1,0,NSHD,29,2,0.0
10-16 March 1947,cancer,2.0,1975,1947,1,0,NSHD,28,2,0.13042911177774877
10-16 March 1947,cardiovascular,3.0,1975,1947,1,0,NSHD,28,2,0.1956436676666232
10-16 March 1947,external,8.0,1975,1947,1,0,NSHD,28,2,0.5217164471109951
10-16 March 1947,other,3.0,1975,1947,1,0,NSHD,28,2,0.1956436676666232
10-16 March 1947,respiratory,2.0,1975,1947,1,0,NSHD,28,2,0.13042911177774877
10-16 March 1948,cancer,0.0,1975,1948,1,0,NSHD,27,2,0.0
10-16 March 1948,cardiovascular,1.0,1975,1948,1,0,NSHD,27,2,0.06521455588887438
10-16 March 1948,external,6.0,1975,1948,1,0,NSHD,27,2,0.3912873353332464
10-16 March 1948,other,3.0,1975,1948,1,0,NSHD,27,2,0.1956436676666232
10-16 March 1948,respiratory,0.0,1975,1948,1,0,NSHD,27,2,0.0
10-16 March 1956,cancer,0.0,1975,1956,2,0,NCDS,19,2,0.0
10-16 March 1956,cardiovascular,2.0,1975,1956,2,0,NCDS,19,2,0.13042911177774877
10-16 March 1956,external,4.0,1975,1956,2,0,NCDS,19,2,0.26085822355549754
10-16 March 1956,other,1.0,1975,1956,2,0,NCDS,19,2,0.06521455588887438
10-16 March 1956,respiratory,0.0,1975,1956,2,0,NCDS,19,2,0.0
10-16 March 1957,cancer,0.0,1975,1957,2,0,NCDS,18,2,0.0
10-16 March 1957,cardiovascular,0.0,1975,1957,2,0,NCDS,18,2,0.0
10-16 March 1957,external,6.0,1975,1957,2,0,NCDS,18,2,0.3912873353332464
10-16 March 1957,other,2.0,1975,1957,2,0,NCDS,18,2,0.13042911177774877
10-16 March 1957,respiratory,1.0,1975,1957,2,0,NCDS,18,2,0.06521455588887438
10-16 March 1958,cancer,0.0,1975,1958,2,0,NCDS,17,2,0.0
10-16 March 1958,cardiovascular,0.0,1975,1958,2,0,NCDS,17,2,0.0
10-16 March 1958,external,5.0,1975,1958,2,0,NCDS,17,2,0.326072779444372
10-16 March 1958,other,2.0,1975,1958,2,0,NCDS,17,2,0.13042911177774877
10-16 March 1958,respiratory,0.0,1975,1958,2,0,NCDS,17,2,0.0
10-16 March 1959,cancer,2.0,1975,1959,2,0,NCDS,16,2,0.13042911177774877
10-16 March 1959,cardiovascular,1.0,1975,1959,2,0,NCDS,16,2,0.06521455588887438
10-16 March 1959,external,0.0,1975,1959,2,0,NCDS,16,2,0.0
10-16 March 1959,other,1.0,1975,1959,2,0,NCDS,16,2,0.06521455588887438
10-16 March 1959,respiratory,0.0,1975,1959,2,0,NCDS,16,2,0.0
10-16 March 1960,cancer,1.0,1975,1960,2,0,NCDS,15,2,0.06521455588887438
10-16 March 1960,cardiovascular,0.0,1975,1960,2,0,NCDS,15,2,0.0
10-16 March 1960,external,3.0,1975,1960,2,0,NCDS,15,2,0.1956436676666232
10-16 March 1960,other,3.0,1975,1960,2,0,NCDS,15,2,0.1956436676666232
10-16 March 1960,respiratory,0.0,1975,1960,2,0,NCDS,15,2,0.0
12-18 April 1968,cancer,1.0,1975,1968,3,0,BCS70,7,1,0.06521455588887438
12-18 April 1968,cardiovascular,0.0,1975,1968,3,0,BCS70,7,1,0.0
12-18 April 1968,external,3.0,1975,1968,3,0,BCS70,7,1,0.1956436676666232
12-18 April 1968,other,2.0,1975,1968,3,0,BCS70,7,1,0.13042911177774877
12-18 April 1968,respiratory,0.0,1975,1968,3,0,BCS70,7,1,0.0
12-18 April 1969,cancer,4.0,1975,1969,3,0,BCS70,6,1,0.26085822355549754
12-18 April 1969,cardiovascular,0.0,1975,1969,3,0,BCS70,6,1,0.0
12-18 April 1969,external,2.0,1975,1969,3,0,BCS70,6,1,0.13042911177774877
12-18 April 1969,other,0.0,1975,1969,3,0,BCS70,6,1,0.0
12-18 April 1969,respiratory,0.0,1975,1969,3,0,BCS70,6,1,0.0
12-18 April 1970,cancer,0.0,1975,1970,3,0,BCS70,5,1,0.0
12-18 April 1970,cardiovascular,1.0,1975,1970,3,0,BCS70,5,1,0.06521455588887438
12-18 April 1970,external,3.0,1975,1970,3,0,BCS70,5,1,0.1956436676666232
12-18 April 1970,other,3.0,1975,1970,3,0,BCS70,5,1,0.1956436676666232
12-18 April 1970,respiratory,0.0,1975,1970,3,0,BCS70,5,1,0.0
12-18 April 1971,cancer,1.0,1975,1971,3,0,BCS70,4,1,0.06521455588887438
12-18 April 1971,cardiovascular,0.0,1975,1971,3,0,BCS70,4,1,0.0
12-18 April 1971,external,2.0,1975,1971,3,0,BCS70,4,1,0.13042911177774877
12-18 April 1971,other,2.0,1975,1971,3,0,BCS70,4,1,0.13042911177774877
12-18 April 1971,respiratory,0.0,1975,1971,3,0,BCS70,4,1,0.0
12-18 April 1972,cancer,2.0,1975,1972,3,0,BCS70,3,1,0.13042911177774877
12-18 April 1972,cardiovascular,1.0,1975,1972,3,0,BCS70,3,1,0.06521455588887438
12-18 April 1972,external,4.0,1975,1972,3,0,BCS70,3,1,0.26085822355549754
12-18 April 1972,other,3.0,1975,1972,3,0,BCS70,3,1,0.1956436676666232
12-18 April 1972,respiratory,1.0,1975,1972,3,0,BCS70,3,1,0.06521455588887438
15-21 March 1968,cancer,2.0,1975,1968,3,0,BCS70,7,2,0.13042911177774877
15-21 March 1968,cardiovascular,0.0,1975,1968,3,0,BCS70,7,2,0.0
15-21 March 1968,external,2.0,1975,1968,3,0,BCS70,7,2,0.13042911177774877
15-21 March 1968,other,1.0,1975,1968,3,0,BCS70,7,2,0.06521455588887438
15-21 March 1968,respiratory,0.0,1975,1968,3,0,BCS70,7,2,0.0
15-21 March 1969,cancer,1.0,1975,1969,3,0,BCS70,6,2,0.06521455588887438
15-21 March 1969,cardiovascular,0.0,1975,1969,3,0,BCS70,6,2,0.0
15-21 March 1969,external,2.0,1975,1969,3,0,BCS70,6,2,0.13042911177774877
15-21 March 1969,other,5.0,1975,1969,3,0,BCS70,6,2,0.326072779444372
15-21 March 1969,respiratory,0.0,1975,1969,3,0,BCS70,6,2,0.0
15-21 March 1970,cancer,3.0,1975,1970,3,0,BCS70,5,2,0.1956436676666232
15-21 March 1970,cardiovascular,0.0,1975,1970,3,0,BCS70,5,2,0.0
15-21 March 1970,external,3.0,1975,1970,3,0,BCS70,5,2,0.1956436676666232
15-21 March 1970,other,2.0,1975,1970,3,0,BCS70,5,2,0.13042911177774877
15-21 March 1970,respiratory,0.0,1975,1970,3,0,BCS70,5,2,0.0
15-21 March 1971,cancer,2.0,1975,1971,3,0,BCS70,4,2,0.13042911177774877
15-21 March 1971,cardiovascular,0.0,1975,1971,3,0,BCS70,4,2,0.0
15-21 March 1971,external,1.0,1975,1971,3,0,BCS70,4,2,0.06521455588887438
15-21 March 1971,other,0.0,1975,1971,3,0,BCS70,4,2,0.0
15-21 March 1971,respiratory,0.0,1975,1971,3,0,BCS70,4,2,0.0
15-21 March 1972,cancer,0.0,1975,1972,3,0,BCS70,3,2,0.0
15-21 March 1972,cardiovascular,0.0,1975,1972,3,0,BCS70,3,2,0.0
15-21 March 1972,external,2.0,1975,1972,3,0,BCS70,3,2,0.13042911177774877
15-21 March 1972,other,5.0,1975,1972,3,0,BCS70,3,2,0.326072779444372
15-21 March 1972,respiratory,1.0,1975,1972,3,0,BCS70,3,2,0.06521455588887438
17-23 February 1944,cancer,1.0,1975,1944,1,0,NSHD,31,3,0.06521455588887438
17-23 February 1944,cardiovascular,0.0,1975,1944,1,0,NSHD,31,3,0.0
17-23 February 1944,external,5.0,1975,1944,1,0,NSHD,31,3,0.326072779444372
17-23 February 1944,other,6.0,1975,1944,1,0,NSHD,31,3,0.3912873353332464
17-23 February 1944,respiratory,0.0,1975,1944,1,0,NSHD,31,3,0.0
17-23 February 1945,cancer,0.0,1975,1945,1,0,NSHD,30,3,0.0
17-23 February 1945,cardiovascular,2.0,1975,1945,1,0,NSHD,30,3,0.13042911177774877
17-23 February 1945,external,7.0,1975,1945,1,0,NSHD,30,3,0.45650189122212076
17-23 February 1945,other,0.0,1975,1945,1,0,NSHD,30,3,0.0
17-23 February 1945,respiratory,1.0,1975,1945,1,0,NSHD,30,3,0.06521455588887438
17-23 February 1946,cancer,2.0,1975,1946,1,0,NSHD,29,3,0.13042911177774877
17-23 February 1946,cardiovascular,2.0,1975,1946,1,0,NSHD,29,3,0.13042911177774877
