level,year,subject,grade,gap_pair,T,B,W,B_pct,W_pct,n_units_a,n_units_b,n_units_both
County,2018-19,ELA,5,BW,40.48711328125,10.347582697588235,30.13953058366176,25.557719133263838,74.44228086673616,68,17,17
County,2018-19,ELA,5,HW,26.773603752658275,3.0056271456228956,23.76797660703538,11.226083620978649,88.77391637902136,68,39,39
County,2018-19,ELA,6,BW,40.40913046967289,10.355451442580765,30.053679027092123,25.626513914602906,74.37348608539709,69,15,15
County,2018-19,ELA,6,HW,25.296741826385333,3.076657828928958,22.220083997456374,12.162269157207836,87.83773084279215,69,37,37
County,2018-19,ELA,7,BW,41.30148509674022,9.131710185862097,32.169774910878125,22.109883372166756,77.89011662783325,68,17,17
County,2018-19,ELA,7,HW,25.934957872590775,1.7330255400695649,24.20193233252121,6.682199171416831,93.31780082858317,68,41,41
County,2018-19,ELA,8,BW,34.127838849577046,7.412237673326376,26.71560117625067,21.719036197975477,78.28096380202453,69,19,19
County,2018-19,ELA,8,HW,22.53601480985833,1.735505065028088,20.80050974483024,7.701029129022826,92.29897087097717,69,34,34
County,2018-19,Mathematics,3,BW,47.26125313692157,13.608435822546461,33.652817314375106,28.794064734426694,71.20593526557332,67,15,15
County,2018-19,Mathematics,3,HW,31.25660959363459,4.081588259334797,27.175021334299792,13.058320503724795,86.9416794962752,67,36,36
County,2018-19,Mathematics,4,BW,47.34095003723511,15.315685960602435,32.02526407663267,32.35187707166032,67.64812292833967,66,18,18
County,2018-19,Mathematics,4,HW,30.721514270368846,4.626521460020852,26.094992810347996,15.05954888585414,84.94045111414586,66,34,34
County,2018-19,Mathematics,5,BW,45.93067879396882,14.302406236762302,31.62827255720652,31.139113577917243,68.86088642208276,68,15,15
County,2018-19,Mathematics,5,HW,29.605705036433484,5.0278302256859,24.577874810747584,16.98263972939855,83.01736027060146,68,40,40
County,2018-19,Mathematics,6,BW,45.03502339307599,13.795393976915943,31.239629416160046,30.632589787966996,69.36741021203301,69,17,17
County,2018-19,Mathematics,6,HW,30.216271701487504,4.993612406798665,25.22265929468884,16.52623611586348,83.47376388413652,69,39,39
County,2018-19,Mathematics,7,BW,43.81999782127577,11.420633597863514,32.399364223412256,26.062606494057135,73.93739350594286,68,16,16
County,2018-19,Mathematics,7,HW,28.68502350906615,2.9003260529197976,25.78469745614635,10.110941871820758,89.88905812817924,68,40,40
County,2018-19,Mathematics,8,BW,38.19783529736444,10.554326017265597,27.643509280098847,27.63069146484806,72.36930853515194,69,16,16
County,2018-19,Mathematics,8,HW,26.89136052207682,3.2752012456837183,23.616159276393102,12.179380968824164,87.82061903117584,69,34,34
County,2021-22,ELA,3,BW,39.535513343021705,10.823884198837048,28.711629144184656,27.377624023560426,72.62237597643957,67,14,14
County,2021-22,ELA,3,HW,27.479107770741148,3.6013691260888416,23.877738644652307,13.105844469679113,86.8941555303209,67,40,40
County,2021-22,ELA,4,BW,43.687260679584426,11.270169315931446,32.41709136365298,25.797381526368234,74.20261847363177,67,15,15
County,2021-22,ELA,4,HW,29.278296304149627,3.6473186180698054,25.630977686079824,12.457414120618996,87.54258587938101,67,42,42
County,2021-22,ELA,5,BW,43.169241594177194,11.883780696736506,31.285460897440686,27.528351803010196,72.47164819698979,67,18,18
County,2021-22,ELA,5,HW,26.779820119037034,3.5221490724976796,23.257671046539354,13.152250675477395,86.84774932452261,67,40,40
County,2021-22,ELA,6,BW,39.70403155497722,11.010306909523992,28.69372464545323,27.730954460577347,72.26904553942266,70,15,15
County,2021-22,ELA,6,HW,25.759785830420544,3.0953942159815693,22.664391614438976,12.0163817989749,87.98361820102511,70,40,40
County,2021-22,ELA,7,BW,38.394918363061365,11.569342791516481,26.82557557154488,30.13248441399737,69.86751558600263,67,16,16
County,2021-22,ELA,7,HW,25.228082991614595,3.3073690856466484,21.920713905967947,13.10987080051213,86.89012919948787,67,41,41
County,2021-22,ELA,8,BW,33.61728112233136,9.042077531754218,24.575203590577146,26.89711133643026,73.10288866356976,68,13,13
County,2021-22,ELA,8,HW,21.912446454575445,2.3217483833220225,19.59069807125342,10.595568998354485,89.4044310016455,68,41,41
County,2021-22,Mathematics,3,BW,51.51589583170161,15.628875536890732,35.88702029481088,30.337967115915138,69.66203288408487,67,14,14
County,2021-22,Mathematics,3,HW,32.83847743937762,5.508264598773771,27.33021284060385,16.773812394141764,83.22618760585823,67,40,40
County,2021-22,Mathematics,4,BW,51.57341300666024,16.39840385639608,35.17500915026416,31.796235502735442,68.20376449726456,67,15,15
County,2021-22,Mathematics,4,HW,34.07321034460446,5.487769423222841,28.585440921381622,16.105818523471875,83.89418147652813,67,44,44
County,2021-22,Mathematics,5,BW,50.89674757128073,16.99539378856956,33.90135378271117,33.391905376208115,66.60809462379189,67,17,17
County,2021-22,Mathematics,5,HW,32.27693148456201,5.42215274476229,26.854778739799723,16.798848265225253,83.20115173477474,67,40,40
County,2021-22,Mathematics,6,BW,45.597712586195186,14.869754359862082,30.727958226333104,32.61074627757519,67.3892537224248,70,15,15
County,2021-22,Mathematics,6,HW,31.549323914164123,5.2501597053145534,26.299164208849568,16.64111636622896,83.35888363377104,70,39,39
County,2021-22,Mathematics,7,BW,41.155521174367266,14.211188629940036,26.94433254442723,34.53045478328467,65.46954521671533,67,14,14
County,2021-22,Mathematics,7,HW,28.537359950481854,4.876439181278261,23.660920769203592,17.087912791301925,82.91208720869808,67,39,39
County,2021-22,Mathematics,8,BW,36.081721123321124,11.787998233568,24.293722889753123,32.67027698950016,67.32972301049983,68,14,14
County,2021-22,Mathematics,8,HW,24.939073000885884,3.6326019373628045,21.30647106352308,14.565906027195828,85.43409397280418,68,40,40
County,2022-23,ELA,3,BW,42.528988185695844,11.124639380592027,31.404348805103815,26.15778050495374,73.84221949504625,67,13,13
County,2022-23,ELA,3,HW,27.472397661341944,2.824800200244995,24.64759746109695,10.28232131416742,89.71767868583258,67,44,44
County,2022-23,ELA,4,BW,47.29123404267601,12.328463128395677,34.962770914280334,26.0692354047483,73.9307645952517,68,12,12
County,2022-23,ELA,4,HW,29.477951573419833,3.5103622099515985,25.967589363468235,11.90843332925779,88.09156667074221,68,42,42
County,2022-23,ELA,5,BW,43.59130603045935,10.759066237088282,32.832239793371066,24.681679024644048,75.31832097535595,68,14,14
County,2022-23,ELA,5,HW,28.027881591968708,3.3453205284742973,24.68256106349441,11.935688102210648,88.06431189778937,68,43,43
County,2022-23,ELA,6,BW,42.96733099287337,11.700753360708894,31.266577632164477,27.2317434905361,72.7682565094639,66,14,14
County,2022-23,ELA,6,HW,27.402301388226324,3.3781434183377486,24.024157969888574,12.32795512492685,87.67204487507314,66,38,38
County,2022-23,ELA,7,BW,39.204789767038044,8.635484804080939,30.569304962957105,22.026606584028514,77.97339341597149,69,15,15
County,2022-23,ELA,7,HW,25.15727900516847,2.176178105523046,22.981100899645423,8.650292048976992,91.349707951023,69,38,38
County,2022-23,ELA,8,BW,38.14357039561642,10.353587609557033,27.78998278605939,27.143729604156036,72.85627039584396,67,15,15
County,2022-23,ELA,8,HW,24.180057100170306,2.414133417423573,21.76592368274673,9.983985593675747,90.01601440632425,67,43,43
County,2022-23,Mathematics,3,BW,53.14122710823499,15.562500735548282,37.57872637268671,29.28517383283505,70.71482616716494,67,13,13
County,2022-23,Mathematics,3,HW,33.012853721268726,4.298019685287609,28.714834035981117,13.019230998859648,86.98076900114035,67,44,44
County,2022-23,Mathematics,4,BW,51.58313241296872,15.718125546848482,35.86500686612024,30.47144446562676,69.52855553437324,68,12,12
County,2022-23,Mathematics,4,HW,33.11565154346678,5.432382213423283,27.6832693300435,16.404273991990987,83.59572600800901,68,42,42
County,2022-23,Mathematics,5,BW,52.58616380527794,15.928337139498463,36.65782666577948,30.289977413982374,69.71002258601763,68,14,14
County,2022-23,Mathematics,5,HW,34.376258721261564,5.747142341993988,28.629116379267575,16.718347358839853,83.28165264116014,68,42,42
County,2022-23,Mathematics,6,BW,49.430128638596905,15.595396339030525,33.83473229956638,31.550385905435522,68.4496140945645,66,14,14
County,2022-23,Mathematics,6,HW,33.91605806208443,5.727320752336123,28.18873730974831,16.886752410471992,83.113247589528,66,38,38
County,2022-23,Mathematics,7,BW,42.048156146424986,12.030081392234214,30.01807475419077,28.610247142209197,71.3897528577908,69,12,12
County,2022-23,Mathematics,7,HW,29.360253927619716,3.972870789465579,25.38738313815414,13.531459228042399,86.46854077195759,69,36,36
County,2022-23,Mathematics,8,BW,39.03779170413868,13.580753019003168,25.457038685135508,34.788732728350965,65.21126727164904,67,12,12
County,2022-23,Mathematics,8,HW,26.747979290366185,4.289808373185847,22.45817091718034,16.037878325750413,83.9621216742496,67,42,42
School,2015-16,ELA,3,BW,30.248302486631513,5.023775400187498,25.224527086444013,16.60845398649328,83.39154601350671,647,106,1358
School,2015-16,ELA,3,HW,20.15235817179402,5.797552060562078,14.354806111231943,28.768603709498095,71.23139629050189,647,218,4174
School,2015-16,ELA,4,BW,35.97210014441052,5.979193480471552,29.992906663938967,16.621752570653346,83.37824742934664,641,102,1537
School,2015-16,ELA,4,HW,25.362878559975332,5.772304971278818,19.590573588696515,22.758871622671336,77.24112837732868,641,229,4916
School,2015-16,ELA,5,BW,24.623365344390365,5.590728794791057,19.032636549599307,22.704974387527102,77.29502561247288,606,102,1268
School,2015-16,ELA,5,HW,22.56062892477055,5.599898977307108,16.96072994746344,24.82155526771983,75.17844473228017,606,211,3759
School,2015-16,ELA,6,BW,30.075811566590346,5.9534378051321974,24.12237376145815,19.794770265636195,80.2052297343638,385,101,771
School,2015-16,ELA,6,HW,27.435922239989633,8.216646449629389,19.219275790360243,29.948497366904963,70.05150263309503,385,168,1963
School,2015-16,ELA,7,BW,29.083267740285525,5.697146442988453,23.386121297297073,19.589086391062196,80.4109136089378,362,104,573
School,2015-16,ELA,7,HW,21.656727646624212,5.217124734767797,16.439602911856415,24.090087938936737,75.90991206106327,362,167,1823
School,2015-16,ELA,8,BW,30.77684827312847,6.426206324225081,24.350641948903387,20.88000131526092,79.11999868473907,342,100,490
School,2015-16,ELA,8,HW,21.13712180261798,5.124171845817273,16.012949956800707,24.242524094186788,75.75747590581321,342,177,1769
School,2015-16,Mathematics,3,BW,35.56639347381906,6.471034222228715,29.095359251590345,18.194237847006153,81.80576215299384,652,110,1197
School,2015-16,Mathematics,3,HW,26.045574124354275,6.7672341337182775,19.278339990636,25.98228052646565,74.01771947353436,652,223,4204
School,2015-16,Mathematics,4,BW,40.68961682835601,7.459901513886907,33.229715314469104,18.333673539752308,81.6663264602477,639,96,1485
School,2015-16,Mathematics,4,HW,30.175019620968577,8.180396070129424,21.99462355083915,27.109828503458132,72.89017149654185,639,223,4747
School,2015-16,Mathematics,5,BW,33.91605005572339,7.940161781468089,25.9758882742553,23.41122202739577,76.58877797260423,607,86,1041
School,2015-16,Mathematics,5,HW,27.261208368254522,6.787160093574052,20.47404827468047,24.89676907160744,75.10323092839255,607,205,3713
School,2015-16,Mathematics,6,BW,37.673157252278614,6.9648152971025,30.708341955176113,18.487474385177105,81.51252561482289,384,99,734
School,2015-16,Mathematics,6,HW,28.335438217218456,8.029177928445648,20.30626028877281,28.33616994695567,71.66383005304432,384,168,1973
School,2015-16,Mathematics,7,BW,35.493184908684384,7.715099133288719,27.778085775395667,21.736846533039664,78.26315346696033,362,86,520
School,2015-16,Mathematics,7,HW,27.437332858731573,7.704500074313066,19.732832784418505,28.08035356053644,71.91964643946356,362,166,1850
School,2015-16,Mathematics,8,BW,27.99637969719593,7.6038447215334894,20.392534975662443,27.160099997840355,72.83990000215965,338,74,451
School,2015-16,Mathematics,8,HW,22.696192931177084,7.06424844543563,15.631944485741453,31.12525729252011,68.87474270747988,338,165,1634
School,2016-17,ELA,3,BW,23.41666230095227,4.494466870137963,18.92219543081431,19.19345640456705,80.80654359543294,652,104,1271
School,2016-17,ELA,3,HW,21.564348182660083,4.753808411496648,16.810539771163434,22.044758187122902,77.95524181287709,652,234,5075
School,2016-17,ELA,4,BW,33.91382860581632,6.145820975977646,27.768007629838674,18.12187307841622,81.87812692158379,646,119,1243
School,2016-17,ELA,4,HW,23.415364745378184,5.01915150415123,18.396213241226953,21.43529071073697,78.56470928926302,646,230,3894
School,2016-17,ELA,5,BW,32.654169092413326,6.5539613606007885,26.10020773181254,20.070825694730345,79.92917430526965,614,113,1422
School,2016-17,ELA,5,HW,25.330615216755312,5.962442475381745,19.368172741373566,23.538482679401323,76.46151732059867,614,253,4583
School,2016-17,ELA,6,BW,30.888163345446124,5.674897542122647,25.213265803323477,18.37240200608853,81.62759799391146,398,108,860
School,2016-17,ELA,6,HW,23.819254917531218,6.038566098667972,17.780688818863247,25.351616243140857,74.64838375685915,398,191,2301
School,2016-17,ELA,7,BW,33.45353180819053,7.798245953554572,25.655285854635963,23.310680612936967,76.68931938706304,360,104,662
School,2016-17,ELA,7,HW,22.30655881424819,5.776206195292451,16.53035261895574,25.894653870156482,74.10534612984351,360,186,2085
School,2016-17,ELA,8,BW,31.19354654653284,6.313341948153583,24.880204598379258,20.23925666398876,79.76074333601125,370,104,604
School,2016-17,ELA,8,HW,23.396141492388598,5.2780664411459774,18.11807505124262,22.559559416509238,77.44044058349075,370,188,2249
School,2016-17,Mathematics,3,BW,34.88826259424912,5.579440289403149,29.30882230484597,15.992313387147139,84.00768661285286,650,117,1455
School,2016-17,Mathematics,3,HW,26.207277626290157,5.825621988309359,20.3816556379808,22.229023828348023,77.77097617165198,650,230,4912
School,2016-17,Mathematics,4,BW,36.31966941006267,7.299563164392673,29.02010624567,20.09809913735136,79.90190086264863,640,102,1148
School,2016-17,Mathematics,4,HW,27.34922154276976,6.714288561311203,20.634932981458558,24.55019990536528,75.44980009463472,640,219,3787
School,2016-17,Mathematics,5,BW,37.16381188758474,8.01183210031158,29.151979787273163,21.55815481077731,78.44184518922269,614,98,1230
School,2016-17,Mathematics,5,HW,25.915378352330297,6.553171652849077,19.36220669948122,25.286806789991623,74.71319321000838,614,246,4503
School,2016-17,Mathematics,6,BW,35.584616794844734,7.252315554125119,28.332301240719616,20.380479564910722,79.61952043508929,396,93,813
School,2016-17,Mathematics,6,HW,27.19544009782545,7.240744105391544,19.954695992433905,26.624846221813907,73.37515377818609,396,184,2189
School,2016-17,Mathematics,7,BW,37.1217840999102,9.592381756567162,27.529402343343037,25.840303716949762,74.15969628305022,360,83,544
School,2016-17,Mathematics,7,HW,25.253128217003866,6.85946374810771,18.393664468896155,27.162827864981015,72.83717213501897,360,184,2068
School,2016-17,Mathematics,8,BW,30.14398952544405,6.777846378310839,23.366143147133208,22.48490158407788,77.51509841592211,367,74,465
School,2016-17,Mathematics,8,HW,24.389357034282195,6.063648591899668,18.325708442382528,24.861863243776682,75.13813675622332,367,180,2158
School,2017-18,ELA,3,BW,23.543572098985234,4.075878947946826,19.467693151038407,17.312066880974715,82.68793311902529,681,118,1364
School,2017-18,ELA,3,HW,23.14283184612983,4.992854294567479,18.14997755156235,21.574085348601937,78.42591465139806,681,232,4671
School,2017-18,ELA,4,BW,32.66216851104641,5.0434082566007135,27.618760254445696,15.441131089918365,84.55886891008164,654,117,1469
School,2017-18,ELA,4,HW,22.725066693157757,4.277282971658918,18.447783721498837,18.82187202973867,81.17812797026131,654,242,5145
School,2017-18,ELA,5,BW,33.42571956354277,6.241647070362526,27.184072493180246,18.67318685091301,81.326813149087,635,125,1406
School,2017-18,ELA,5,HW,21.8406691190241,5.458147491001596,16.382521628022502,24.99075216632136,75.00924783367863,635,256,4401
School,2017-18,ELA,6,BW,32.99494063188415,6.3555542480340925,26.639386383850056,19.26220846687174,80.73779153312826,401,111,788
School,2017-18,ELA,6,HW,23.652436863375033,5.8849839111124655,17.767452952262566,24.881089188003102,75.11891081199688,401,202,2696
School,2017-18,ELA,7,BW,32.20046633323912,5.844073260824931,26.35639307241419,18.149032999538743,81.85096700046125,363,110,732
School,2017-18,ELA,7,HW,21.44654420579294,4.993961040237449,16.45258316555549,23.285621181283492,76.71437881871651,363,195,1945
School,2017-18,ELA,8,BW,30.924089797919095,7.974525509766828,22.949564288152267,25.78742191565955,74.21257808434045,360,94,561
School,2017-18,ELA,8,HW,22.21636070194357,5.592844562003561,16.62351613994001,25.174440751289556,74.82555924871043,360,185,2064
School,2017-18,Mathematics,3,BW,36.28599371827959,6.137504078779519,30.148489639500074,16.9142510645579,83.08574893544211,682,123,1299
School,2017-18,Mathematics,3,HW,27.639528863369577,6.944018114407616,20.69551074896196,25.123503908963013,74.87649609103698,682,237,4547
School,2017-18,Mathematics,4,BW,34.04952646011263,6.4805688298029915,27.56895763030964,19.032772268932032,80.96722773106798,649,109,1442
School,2017-18,Mathematics,4,HW,27.353066075634217,6.241439866992485,21.11162620864173,22.818063063695387,77.18193693630461,649,238,5019
School,2017-18,Mathematics,5,BW,40.9723605380203,8.277215969714995,32.6951445683053,20.2019504393313,79.7980495606687,633,116,1371
School,2017-18,Mathematics,5,HW,24.10865883482635,6.46998454986988,17.638674284956473,26.836766799004238,73.16323320099578,633,252,4311
School,2017-18,Mathematics,6,BW,37.66944364690221,7.5470182944445465,30.12242535245766,20.03485468271625,79.96514531728374,402,105,801
School,2017-18,Mathematics,6,HW,26.06841048757335,6.196124513070794,19.872285974502553,23.768708552538897,76.2312914474611,402,199,2738
School,2017-18,Mathematics,7,BW,35.51609016944447,7.1526752116193135,28.363414957825153,20.139252878046157,79.86074712195384,363,87,613
School,2017-18,Mathematics,7,HW,24.1753221091936,6.2806423649436525,17.89467974424995,25.979560216718664,74.02043978328133,363,186,1843
School,2017-18,Mathematics,8,BW,34.19635415685691,8.8070106095579,25.389343547299013,25.754238504960487,74.24576149503952,359,73,487
School,2017-18,Mathematics,8,HW,23.540126235257862,6.194564584539906,17.345561650717954,26.314916592341078,73.68508340765892,359,178,2031
School,2018-19,ELA,3,BW,27.54751171619228,4.91889162347754,22.62862009271474,17.85602879183546,82.14397120816454,675,99,1152
School,2018-19,ELA,3,HW,23.51591093521008,4.546625753005623,18.96928518220446,19.33425315962571,80.6657468403743,675,209,3980
School,2018-19,ELA,4,BW,31.225984677933187,5.523819415540197,25.702165262392988,17.68981658228948,82.3101834177105,690,126,1635
School,2018-19,ELA,4,HW,19.872722732437374,4.7530022306067465,15.119720501830628,23.917217054755305,76.08278294524469,690,229,4344
School,2018-19,ELA,5,BW,27.16062777866564,5.96190147200428,21.198726306661356,21.95052898109846,78.04947101890153,633,115,1551
School,2018-19,ELA,5,HW,22.222874429783165,5.280376671900134,16.942497757883032,23.760997653945957,76.23900234605405,633,257,4655
School,2018-19,ELA,6,BW,33.57597976187668,6.443973409662224,27.132006352214457,19.19221257387977,80.80778742612023,414,94,823
School,2018-19,ELA,6,HW,20.359920962269676,5.658242122627416,14.701678839642259,27.79108098264763,72.20891901735237,414,200,2596
School,2018-19,ELA,7,BW,33.063665326359434,6.51783172460745,26.545833601751983,19.712973925523077,80.28702607447693,370,110,742
School,2018-19,ELA,7,HW,22.670760270054544,5.060102342296701,17.610657927757842,22.319949935602782,77.68005006439722,370,202,2225
School,2018-19,ELA,8,BW,27.400447018623666,5.645811790013908,21.754635228609757,20.60481636002703,79.39518363997297,372,111,742
School,2018-19,ELA,8,HW,19.153644844977144,5.111242634317945,14.0424022106592,26.685482975624446,73.31451702437556,372,193,2045
School,2018-19,Mathematics,3,BW,37.45232479598669,6.650989853278693,30.801334942707996,17.758550075351792,82.2414499246482,679,114,1313
School,2018-19,Mathematics,3,HW,29.344418181962727,6.309041708623246,23.035376473339483,21.49997205431476,78.50002794568525,679,218,4086
School,2018-19,Mathematics,4,BW,38.11269812662138,7.8310462741787,30.281651852442682,20.547079212712006,79.452920787288,689,109,1521
School,2018-19,Mathematics,4,HW,22.925892426268263,5.901460276787704,17.02443214948056,25.741463699907573,74.25853630009243,689,223,4186
School,2018-19,Mathematics,5,BW,39.03793967582168,8.268967720563836,30.768971955257847,21.181875348009868,78.81812465199013,635,115,1591
School,2018-19,Mathematics,5,HW,25.974031022924542,6.8009493763456375,19.173081646578904,26.18365000928487,73.81634999071512,635,262,4826
School,2018-19,Mathematics,6,BW,37.188138601190246,5.981065606680659,31.207072994509588,16.08326157655341,83.91673842344659,412,89,790
School,2018-19,Mathematics,6,HW,23.917896041995046,5.372101629765358,18.54579441222969,22.460594444983876,77.53940555501612,412,196,2587
School,2018-19,Mathematics,7,BW,32.245212404025,7.704017691870518,24.54119471215448,23.89197377688499,76.108026223115,368,89,570
School,2018-19,Mathematics,7,HW,23.901045525711513,6.03323752306677,17.867808002644743,25.2425673871736,74.75743261282639,368,199,2172
School,2018-19,Mathematics,8,BW,31.351184658473528,7.118462683370264,24.232721975103264,22.7055620414851,77.2944379585149,372,77,593
School,2018-19,Mathematics,8,HW,21.991073909612897,5.287588715744402,16.703485193868495,24.044249669103483,75.95575033089652,372,185,2032
School,2021-22,ELA,3,BW,29.586989251033216,7.396566137059873,22.190423113973345,24.999387650778207,75.00061234922181,661,79,899
School,2021-22,ELA,3,HW,21.141879062023428,5.408294640649311,15.733584421374117,25.58095533884725,74.41904466115275,661,204,4880
School,2021-22,ELA,4,BW,37.31702640855959,8.7378335653606,28.579192843198992,23.41513889583753,76.58486110416247,651,87,969
School,2021-22,ELA,4,HW,24.748483692907428,5.3293681735248075,19.419115519382622,21.534119987529298,78.4658800124707,651,242,5207
School,2021-22,ELA,5,BW,31.184658820432418,7.934548146668529,23.25011067376389,25.443754867921644,74.55624513207836,636,74,1053
School,2021-22,ELA,5,HW,20.50774035631348,5.593311205776699,14.914429150536781,27.274146778705195,72.72585322129481,636,252,4543
School,2021-22,ELA,6,BW,30.87787968204415,7.033548627543041,23.844331054501108,22.778599761281967,77.22140023871803,410,90,769
School,2021-22,ELA,6,HW,22.00633012779684,6.136729361526599,15.869600766270242,27.88620058814403,72.11379941185598,410,203,2570
School,2021-22,ELA,7,BW,28.790904053237213,6.473666429811719,22.317237623425495,22.48510994250571,77.5148900574943,397,93,665
School,2021-22,ELA,7,HW,21.05850915636333,6.116372074465751,14.942137081897577,29.04465852283538,70.95534147716461,397,200,2228
School,2021-22,ELA,8,BW,26.046357340719666,5.402466521996476,20.64389081872319,20.741735404015632,79.25826459598436,380,96,599
School,2021-22,ELA,8,HW,19.223406251587722,4.78024683444458,14.443159417143143,24.86680441479909,75.13319558520091,380,199,2318
School,2021-22,Mathematics,3,BW,40.70429735484478,8.844807691584137,31.859489663260646,21.72941990492656,78.27058009507344,664,81,1066
School,2021-22,Mathematics,3,HW,25.621946251764825,6.111509643477735,19.51043660828709,23.852636265118925,76.14736373488108,664,233,5140
School,2021-22,Mathematics,4,BW,42.83580318701507,10.731751015917938,32.10405217109713,25.05322701447812,74.94677298552189,649,67,853
School,2021-22,Mathematics,4,HW,28.412846425228167,6.936965217194677,21.475881208033492,24.414890058446407,75.5851099415536,649,233,5182
School,2021-22,Mathematics,5,BW,38.50021675688281,10.516389732421937,27.983827024460872,27.31514422069296,72.68485577930704,639,56,894
School,2021-22,Mathematics,5,HW,25.501038377395368,7.7612992990621095,17.73973907833326,30.43522849619285,69.56477150380715,639,251,4232
School,2021-22,Mathematics,6,BW,36.111040721334106,9.276737671868736,26.83430304946537,25.689477474372858,74.31052252562714,409,72,688
School,2021-22,Mathematics,6,HW,27.614129166145535,7.7806103478197,19.833518818325835,28.176193067708976,71.82380693229103,409,192,2523
School,2021-22,Mathematics,7,BW,32.923045239797666,8.10463020068351,24.818415039114157,24.616891121865486,75.38310887813451,390,62,503
School,2021-22,Mathematics,7,HW,23.58759715852579,6.822288373449395,16.765308785076392,28.92320200145297,71.07679799854702,390,186,2083
School,2021-22,Mathematics,8,BW,27.321362907533032,7.367245402001491,19.954117505531542,26.965146017551703,73.0348539824483,375,63,461
School,2021-22,Mathematics,8,HW,21.248555232104252,6.309617753060042,14.93893747904421,29.694337728557176,70.30566227144283,375,187,2194
School,2022-23,ELA,3,BW,27.705190018062634,6.034334635887011,21.670855382175624,21.78052066039928,78.21947933960072,668,75,1035
School,2022-23,ELA,3,HW,20.43452409655505,5.13584032568486,15.298683770870191,25.133153585654995,74.866846414345,668,240,5055
School,2022-23,ELA,4,BW,33.55844796550561,5.459797949713519,28.09865001579209,16.2695186479589,83.73048135204111,660,97,1152
School,2022-23,ELA,4,HW,23.936520396269692,5.9020877163900725,18.03443267987962,24.65725017120644,75.34274982879357,660,241,5104
School,2022-23,ELA,5,BW,30.074002839065404,8.094168171150748,21.979834667914655,26.914169738112214,73.08583026188779,612,80,914
School,2022-23,ELA,5,HW,24.157436654241685,6.75207138289773,17.405365271343953,27.950280816371997,72.049719183628,612,239,4349
School,2022-23,ELA,6,BW,29.346794478238877,7.153625351748763,22.193169126490112,24.376172862945193,75.6238271370548,403,93,666
School,2022-23,ELA,6,HW,22.6796019698433,6.725674845477691,15.95392712436561,29.655171437403144,70.34482856259686,403,214,2497
School,2022-23,ELA,7,BW,29.8063729556043,7.653606083893668,22.152766871710632,25.67775051091753,74.32224948908247,384,100,616
School,2022-23,ELA,7,HW,21.288464783365484,5.079658566934871,16.208806216430613,23.86108448225936,76.13891551774063,384,208,2341
School,2022-23,ELA,8,BW,29.54630336871583,6.102891592465092,23.443411776250738,20.65534735870527,79.34465264129473,401,99,702
School,2022-23,ELA,8,HW,20.615158639229662,5.820930203860125,14.794228435369536,28.236164978052475,71.76383502194753,401,209,2380
School,2022-23,Mathematics,3,BW,38.838058186134646,7.875671277999015,30.96238690813563,20.27823131695771,79.72176868304228,668,85,964
School,2022-23,Mathematics,3,HW,28.27408646080432,6.155424928812525,22.118661531991794,21.770552825272148,78.22944717472784,668,246,5320
School,2022-23,Mathematics,4,BW,39.13190103471214,7.753143388008841,31.378757646703303,19.812846253319965,80.18715374668004,658,81,1041
School,2022-23,Mathematics,4,HW,26.90346900545071,7.061364085605577,19.842104919845134,26.247039309967526,73.75296069003248,658,231,5122
School,2022-23,Mathematics,5,BW,35.6931032886731,9.977940148607704,25.715163140065396,27.95481263679899,72.04518736320101,613,73,974
School,2022-23,Mathematics,5,HW,29.576086927613954,8.312480431841351,21.263606495772603,28.105409793343338,71.89459020665666,613,248,4498
School,2022-23,Mathematics,6,BW,36.26044905242215,8.786266761502024,27.47418229092013,24.230992696200797,75.7690073037992,402,79,651
School,2022-23,Mathematics,6,HW,27.649259194157143,8.45125514489752,19.198004049259623,30.565936995098383,69.43406300490162,402,210,2495
School,2022-23,Mathematics,7,BW,31.42512483347656,9.233263480169528,22.191861353307033,29.381787754534283,70.61821224546571,380,66,479
School,2022-23,Mathematics,7,HW,23.808004028920777,6.252172179563012,17.555831849357766,26.260799401613784,73.73920059838623,380,189,2107
School,2022-23,Mathematics,8,BW,31.300993622791914,7.6398501393624905,23.661143483429424,24.40769207339,75.59230792661,390,52,450
School,2022-23,Mathematics,8,HW,21.601361821416017,6.575506500372736,15.02585532104328,30.44024054934189,69.55975945065812,390,194,2216
