birth_week,death_year,deaths_total,birth_year,group,cohort,study,age,rate,week_in_year
17-23 March 1960,1972,0,1960,2,0,NCDS,12,0.0,4
24-30 March 1960,1972,4,1960,2,0,NCDS,12,0.26085822355549754,6
31-6 March/April 1960,1972,4,1960,2,0,NCDS,12,0.26085822355549754,9
8-14 March 1968,1972,9,1968,3,0,BCS70,4,0.5869310029998697,9
15-21 March 1968,1972,12,1968,3,0,BCS70,4,0.7825746706664928,2
22-28 March 1968,1972,7,1968,3,0,BCS70,4,0.45650189122212076,4
29-4 March/April 1968,1972,5,1968,3,0,BCS70,4,0.326072779444372,6
5-11 April 1968,1972,6,1968,3,0,BCS70,4,0.3912873353332464,8
12-18 April 1968,1972,9,1968,3,0,BCS70,4,0.5869310029998697,1
19-25 April 1968,1972,6,1968,3,0,BCS70,4,0.3912873353332464,3
26-2 April/May 1968,1972,7,1968,3,0,BCS70,4,0.45650189122212076,5
3-9 May 1968,1972,5,1968,3,0,BCS70,4,0.326072779444372,7
8-14 March 1969,1972,9,1969,3,0,BCS70,3,0.5869310029998697,9
15-21 March 1969,1972,8,1969,3,0,BCS70,3,0.5217164471109951,2
22-28 March 1969,1972,9,1969,3,0,BCS70,3,0.5869310029998697,4
29-4 March/April 1969,1972,3,1969,3,0,BCS70,3,0.1956436676666232,6
5-11 April 1969,1972,6,1969,3,0,BCS70,3,0.3912873353332464,8
12-18 April 1969,1972,3,1969,3,0,BCS70,3,0.1956436676666232,1
19-25 April 1969,1972,13,1969,3,0,BCS70,3,0.8477892265553671,3
26-2 April/May 1969,1972,7,1969,3,0,BCS70,3,0.45650189122212076,5
3-9 May 1969,1972,8,1969,3,0,BCS70,3,0.5217164471109951,7
8-14 March 1970,1972,16,1970,3,0,BCS70,2,1.0434328942219901,9
15-21 March 1970,1972,17,1970,3,0,BCS70,2,1.1086474501108647,2
22-28 March 1970,1972,14,1970,3,0,BCS70,2,0.9130037824442415,4
29-4 March/April 1970,1972,2,1970,3,0,BCS70,2,0.13042911177774877,6
5-11 April 1970,1972,9,1970,3,1,BCS70,2,0.5869310029998697,8
12-18 April 1970,1972,18,1970,3,0,BCS70,2,1.1738620059997393,1
19-25 April 1970,1972,14,1970,3,0,BCS70,2,0.9130037824442415,3
26-2 April/May 1970,1972,15,1970,3,0,BCS70,2,0.978218338333116,5
3-9 May 1970,1972,9,1970,3,0,BCS70,2,0.5869310029998697,7
8-14 March 1971,1972,14,1971,3,0,BCS70,1,0.9130037824442415,9
15-21 March 1971,1972,15,1971,3,0,BCS70,1,0.978218338333116,2
22-28 March 1971,1972,22,1971,3,0,BCS70,1,1.4347202295552368,4
29-4 March/April 1971,1972,27,1971,3,0,BCS70,1,1.7607930089996087,6
5-11 April 1971,1972,20,1971,3,0,BCS70,1,1.304291117777488,8
12-18 April 1971,1972,18,1971,3,0,BCS70,1,1.1738620059997393,1
19-25 April 1971,1972,28,1971,3,0,BCS70,1,1.826007564888483,3
26-2 April/May 1971,1972,25,1971,3,0,BCS70,1,1.63036389722186,5
3-9 May 1971,1972,35,1971,3,0,BCS70,1,2.282509456110604,7
8-14 March 1972,1972,230,1972,3,0,BCS70,0,14.999347854441112,9
15-21 March 1972,1972,214,1972,3,0,BCS70,0,13.955914960219122,2
22-28 March 1972,1972,211,1972,3,0,BCS70,0,13.760271292552497,4
29-4 March/April 1972,1972,212,1972,3,0,BCS70,0,13.825485848441373,6
5-11 April 1972,1972,212,1972,3,0,BCS70,0,13.825485848441373,8
12-18 April 1972,1972,215,1972,3,0,BCS70,0,14.021129516107996,1
19-25 April 1972,1972,233,1972,3,0,BCS70,0,15.194991522107735,3
26-2 April/May 1972,1972,217,1972,3,0,BCS70,0,14.151558627885743,5
3-9 May 1972,1972,231,1972,3,0,BCS70,0,15.064562410329986,7
3-9 February 1944,1973,14,1944,1,0,NSHD,29,0.9130037824442415,7
10-16 February 1944,1973,8,1944,1,0,NSHD,29,0.5217164471109951,1
17-23 February 1944,1973,9,1944,1,0,NSHD,29,0.5869310029998697,3
24-1 Feb/March 1944,1973,10,1944,1,0,NSHD,29,0.652145558888744,5
3-9 March 1944,1973,9,1944,1,0,NSHD,29,0.5869310029998697,8
10-16 March 1944,1973,18,1944,1,0,NSHD,29,1.1738620059997393,2
17-23 March 1944,1973,13,1944,1,0,NSHD,29,0.8477892265553671,4
24-30 March 1944,1973,17,1944,1,0,NSHD,29,1.1086474501108647,6
31-6 March/April 1944,1973,8,1944,1,0,NSHD,29,0.5217164471109951,9
3-9 February 1945,1973,8,1945,1,0,NSHD,28,0.5217164471109951,7
10-16 February 1945,1973,2,1945,1,0,NSHD,28,0.13042911177774877,1
17-23 February 1945,1973,13,1945,1,0,NSHD,28,0.8477892265553671,3
24-2 Feb/March 1945,1973,11,1945,1,0,NSHD,28,0.7173601147776184,5
3-9 March 1945,1973,18,1945,1,0,NSHD,28,1.1738620059997393,8
10-16 March 1945,1973,5,1945,1,0,NSHD,28,0.326072779444372,2
17-23 March 1945,1973,6,1945,1,0,NSHD,28,0.3912873353332464,4
24-30 March 1945,1973,8,1945,1,0,NSHD,28,0.5217164471109951,6
31-6 March/April 1945,1973,11,1945,1,0,NSHD,28,0.7173601147776184,9
3-9 February 1946,1973,9,1946,1,0,NSHD,27,0.5869310029998697,7
10-16 February 1946,1973,9,1946,1,0,NSHD,27,0.5869310029998697,1
17-23 February 1946,1973,7,1946,1,0,NSHD,27,0.45650189122212076,3
24-2 Feb/March 1946,1973,15,1946,1,0,NSHD,27,0.978218338333116,5
3-9 March 1946,1973,10,1946,1,1,NSHD,27,0.652145558888744,8
10-16 March 1946,1973,13,1946,1,0,NSHD,27,0.8477892265553671,2
17-23 March 1946,1973,8,1946,1,0,NSHD,27,0.5217164471109951,4
24-30 March 1946,1973,5,1946,1,0,NSHD,27,0.326072779444372,6
31-6 March/April 1946,1973,16,1946,1,0,NSHD,27,1.0434328942219901,9
3-9 February 1947,1973,10,1947,1,0,NSHD,26,0.652145558888744,7
10-16 February 1947,1973,11,1947,1,0,NSHD,26,0.7173601147776184,1
17-23 February 1947,1973,12,1947,1,0,NSHD,26,0.7825746706664928,3
24-2 Feb/March 1947,1973,13,1947,1,0,NSHD,26,0.8477892265553671,5
3-9 March 1947,1973,15,1947,1,0,NSHD,26,0.978218338333116,8
10-16 March 1947,1973,11,1947,1,0,NSHD,26,0.7173601147776184,2
17-23 March 1947,1973,12,1947,1,0,NSHD,26,0.7825746706664928,4
24-30 March 1947,1973,9,1947,1,0,NSHD,26,0.5869310029998697,6
31-6 March/April 1947,1973,10,1947,1,0,NSHD,26,0.652145558888744,9
3-9 February 1948,1973,11,1948,1,0,NSHD,25,0.7173601147776184,7
10-16 February 1948,1973,12,1948,1,0,NSHD,25,0.7825746706664928,1
17-23 February 1948,1973,13,1948,1,0,NSHD,25,0.8477892265553671,3
24-1 Feb/March 1948,1973,9,1948,1,0,NSHD,25,0.5869310029998697,5
3-9 March 1948,1973,11,1948,1,0,NSHD,25,0.7173601147776184,8
10-16 March 1948,1973,13,1948,1,0,NSHD,25,0.8477892265553671,2
17-23 March 1948,1973,10,1948,1,0,NSHD,25,0.652145558888744,4
24-30 March 1948,1973,7,1948,1,0,NSHD,25,0.45650189122212076,6
31-6 March/April 1948,1973,11,1948,1,0,NSHD,25,0.7173601147776184,9
3-9 February 1956,1973,9,1956,2,0,NCDS,17,0.5869310029998697,7
10-16 February 1956,1973,13,1956,2,0,NCDS,17,0.8477892265553671,1
17-23 February 1956,1973,10,1956,2,0,NCDS,17,0.652145558888744,3
24-1 Feb/March 1956,1973,11,1956,2,0,NCDS,17,0.7173601147776184,5
3-9 March 1956,1973,12,1956,2,0,NCDS,17,0.7825746706664928,8
10-16 March 1956,1973,9,1956,2,0,NCDS,17,0.5869310029998697,2
17-23 March 1956,1973,13,1956,2,0,NCDS,17,0.8477892265553671,4
24-30 March 1956,1973,8,1956,2,0,NCDS,17,0.5217164471109951,6
31-6 March/April 1956,1973,9,1956,2,0,NCDS,17,0.5869310029998697,9
3-9 February 1957,1973,3,1957,2,0,NCDS,16,0.1956436676666232,7
10-16 February 1957,1973,7,1957,2,0,NCDS,16,0.45650189122212076,1
17-23 February 1957,1973,7,1957,2,0,NCDS,16,0.45650189122212076,3
24-2 Feb/March 1957,1973,5,1957,2,0,NCDS,16,0.326072779444372,5
3-9 March 1957,1973,7,1957,2,0,NCDS,16,0.45650189122212076,8
10-16 March 1957,1973,5,1957,2,0,NCDS,16,0.326072779444372,2
17-23 March 1957,1973,7,1957,2,0,NCDS,16,0.45650189122212076,4
24-30 March 1957,1973,7,1957,2,0,NCDS,16,0.45650189122212076,6
31-6 March/April 1957,1973,8,1957,2,0,NCDS,16,0.5217164471109951,9
3-9 February 1958,1973,9,1958,2,0,NCDS,15,0.5869310029998697,7
10-16 February 1958,1973,10,1958,2,0,NCDS,15,0.652145558888744,1
17-23 February 1958,1973,7,1958,2,0,NCDS,15,0.45650189122212076,3
24-2 Feb/March 1958,1973,2,1958,2,0,NCDS,15,0.13042911177774877,5
3-9 March 1958,1973,10,1958,2,1,NCDS,15,0.652145558888744,8
10-16 March 1958,1973,5,1958,2,0,NCDS,15,0.326072779444372,2
17-23 March 1958,1973,8,1958,2,0,NCDS,15,0.5217164471109951,4
24-30 March 1958,1973,6,1958,2,0,NCDS,15,0.3912873353332464,6
31-6 March/April 1958,1973,2,1958,2,0,NCDS,15,0.13042911177774877,9
3-9 February 1959,1973,5,1959,2,0,NCDS,14,0.326072779444372,7
10-16 February 1959,1973,4,1959,2,0,NCDS,14,0.26085822355549754,1
17-23 February 1959,1973,6,1959,2,0,NCDS,14,0.3912873353332464,3
24-2 Feb/March 1959,1973,4,1959,2,0,NCDS,14,0.26085822355549754,5
3-9 March 1959,1973,9,1959,2,0,NCDS,14,0.5869310029998697,8
10-16 March 1959,1973,4,1959,2,0,NCDS,14,0.26085822355549754,2
17-23 March 1959,1973,4,1959,2,0,NCDS,14,0.26085822355549754,4
24-30 March 1959,1973,4,1959,2,0,NCDS,14,0.26085822355549754,6
31-6 March/April 1959,1973,9,1959,2,0,NCDS,14,0.5869310029998697,9
3-9 February 1960,1973,5,1960,2,0,NCDS,13,0.326072779444372,7
10-16 February 1960,1973,3,1960,2,0,NCDS,13,0.1956436676666232,1
17-23 February 1960,1973,5,1960,2,0,NCDS,13,0.326072779444372,3
24-1 Feb/March 1960,1973,2,1960,2,0,NCDS,13,0.13042911177774877,5
3-9 March 1960,1973,4,1960,2,0,NCDS,13,0.26085822355549754,8
10-16 March 1960,1973,3,1960,2,0,NCDS,13,0.1956436676666232,2
17-23 March 1960,1973,1,1960,2,0,NCDS,13,0.06521455588887438,4
24-30 March 1960,1973,7,1960,2,0,NCDS,13,0.45650189122212076,6
31-6 March/April 1960,1973,6,1960,2,0,NCDS,13,0.3912873353332464,9
8-14 March 1968,1973,13,1968,3,0,BCS70,5,0.8477892265553671,9
15-21 March 1968,1973,5,1968,3,0,BCS70,5,0.326072779444372,2
22-28 March 1968,1973,6,1968,3,0,BCS70,5,0.3912873353332464,4
29-4 March/April 1968,1973,6,1968,3,0,BCS70,5,0.3912873353332464,6
5-11 April 1968,1973,4,1968,3,0,BCS70,5,0.26085822355549754,8
12-18 April 1968,1973,8,1968,3,0,BCS70,5,0.5217164471109951,1
19-25 April 1968,1973,4,1968,3,0,BCS70,5,0.26085822355549754,3
26-2 April/May 1968,1973,3,1968,3,0,BCS70,5,0.1956436676666232,5
3-9 May 1968,1973,6,1968,3,0,BCS70,5,0.3912873353332464,7
8-14 March 1969,1973,9,1969,3,0,BCS70,4,0.5869310029998697,9
15-21 March 1969,1973,14,1969,3,0,BCS70,4,0.9130037824442415,2
22-28 March 1969,1973,6,1969,3,0,BCS70,4,0.3912873353332464,4
29-4 March/April 1969,1973,8,1969,3,0,BCS70,4,0.5217164471109951,6
5-11 April 1969,1973,11,1969,3,0,BCS70,4,0.7173601147776184,8
12-18 April 1969,1973,7,1969,3,0,BCS70,4,0.45650189122212076,1
19-25 April 1969,1973,10,1969,3,0,BCS70,4,0.652145558888744,3
26-2 April/May 1969,1973,9,1969,3,0,BCS70,4,0.5869310029998697,5
3-9 May 1969,1973,7,1969,3,0,BCS70,4,0.45650189122212076,7
8-14 March 1970,1973,9,1970,3,0,BCS70,3,0.5869310029998697,9
15-21 March 1970,1973,5,1970,3,0,BCS70,3,0.326072779444372,2
22-28 March 1970,1973,9,1970,3,0,BCS70,3,0.5869310029998697,4
29-4 March/April 1970,1973,8,1970,3,0,BCS70,3,0.5217164471109951,6
5-11 April 1970,1973,12,1970,3,1,BCS70,3,0.7825746706664928,8
12-18 April 1970,1973,11,1970,3,0,BCS70,3,0.7173601147776184,1
19-25 April 1970,1973,5,1970,3,0,BCS70,3,0.326072779444372,3
26-2 April/May 1970,1973,12,1970,3,0,BCS70,3,0.7825746706664928,5
3-9 May 1970,1973,10,1970,3,0,BCS70,3,0.652145558888744,7
8-14 March 1971,1973,12,1971,3,0,BCS70,2,0.7825746706664928,9
15-21 March 1971,1973,15,1971,3,0,BCS70,2,0.978218338333116,2
22-28 March 1971,1973,14,1971,3,0,BCS70,2,0.9130037824442415,4
29-4 March/April 1971,1973,10,1971,3,0,BCS70,2,0.652145558888744,6
5-11 April 1971,1973,9,1971,3,0,BCS70,2,0.5869310029998697,8
12-18 April 1971,1973,8,1971,3,0,BCS70,2,0.5217164471109951,1
19-25 April 1971,1973,10,1971,3,0,BCS70,2,0.652145558888744,3
26-2 April/May 1971,1973,5,1971,3,0,BCS70,2,0.326072779444372,5
3-9 May 1971,1973,14,1971,3,0,BCS70,2,0.9130037824442415,7
8-14 March 1972,1973,24,1972,3,0,BCS70,1,1.5651493413329856,9
15-21 March 1972,1973,13,1972,3,0,BCS70,1,0.8477892265553671,2
22-28 March 1972,1973,18,1972,3,0,BCS70,1,1.1738620059997393,4
29-4 March/April 1972,1973,17,1972,3,0,BCS70,1,1.1086474501108647,6
5-11 April 1972,1973,22,1972,3,0,BCS70,1,1.4347202295552368,8
12-18 April 1972,1973,17,1972,3,0,BCS70,1,1.1086474501108647,1
19-25 April 1972,1973,24,1972,3,0,BCS70,1,1.5651493413329856,3
26-2 April/May 1972,1973,18,1972,3,0,BCS70,1,1.1738620059997393,5
3-9 May 1972,1973,15,1972,3,0,BCS70,1,0.978218338333116,7
3-9 February 1944,1974,7,1944,1,0,NSHD,30,0.45650189122212076,7
10-16 February 1944,1974,10,1944,1,0,NSHD,30,0.652145558888744,1
17-23 February 1944,1974,5,1944,1,0,NSHD,30,0.326072779444372,3
24-1 Feb/March 1944,1974,11,1944,1,0,NSHD,30,0.7173601147776184,5
3-9 March 1944,1974,9,1944,1,0,NSHD,30,0.5869310029998697,8
10-16 March 1944,1974,14,1944,1,0,NSHD,30,0.9130037824442415,2
17-23 March 1944,1974,16,1944,1,0,NSHD,30,1.0434328942219901,4
24-30 March 1944,1974,12,1944,1,0,NSHD,30,0.7825746706664928,6
31-6 March/April 1944,1974,15,1944,1,0,NSHD,30,0.978218338333116,9
3-9 February 1945,1974,13,1945,1,0,NSHD,29,0.8477892265553671,7
10-16 February 1945,1974,5,1945,1,0,NSHD,29,0.326072779444372,1
17-23 February 1945,1974,8,1945,1,0,NSHD,29,0.5217164471109951,3
24-2 Feb/March 1945,1974,5,1945,1,0,NSHD,29,0.326072779444372,5
3-9 March 1945,1974,6,1945,1,0,NSHD,29,0.3912873353332464,8
10-16 March 1945,1974,7,1945,1,0,NSHD,29,0.45650189122212076,2
17-23 March 1945,1974,10,1945,1,0,NSHD,29,0.652145558888744,4
24-30 March 1945,1974,7,1945,1,0,NSHD,29,0.45650189122212076,6
31-6 March/April 1945,1974,12,1945,1,0,NSHD,29,0.7825746706664928,9
3-9 February 1946,1974,10,1946,1,0,NSHD,28,0.652145558888744,7
10-16 February 1946,1974,8,1946,1,0,NSHD,28,0.5217164471109951,1
17-23 February 1946,1974,6,1946,1,0,NSHD,28,0.3912873353332464,3
24-2 Feb/March 1946,1974,8,1946,1,0,NSHD,28,0.5217164471109951,5
3-9 March 1946,1974,9,1946,1,1,NSHD,28,0.5869310029998697,8
10-16 March 1946,1974,10,1946,1,0,NSHD,28,0.652145558888744,2
17-23 March 1946,1974,14,1946,1,0,NSHD,28,0.9130037824442415,4
24-30 March 1946,1974,5,1946,1,0,NSHD,28,0.326072779444372,6
31-6 March/April 1946,1974,10,1946,1,0,NSHD,28,0.652145558888744,9
3-9 February 1947,1974,6,1947,1,0,NSHD,27,0.3912873353332464,7
10-16 February 1947,1974,9,1947,1,0,NSHD,27,0.5869310029998697,1
17-23 February 1947,1974,11,1947,1,0,NSHD,27,0.7173601147776184,3
24-2 Feb/March 1947,1974,6,1947,1,0,NSHD,27,0.3912873353332464,5
3-9 March 1947,1974,9,1947,1,0,NSHD,27,0.5869310029998697,8
10-16 March 1947,1974,12,1947,1,0,NSHD,27,0.7825746706664928,2
17-23 March 1947,1974,7,1947,1,0,NSHD,27,0.45650189122212076,4
24-30 March 1947,1974,12,1947,1,0,NSHD,27,0.7825746706664928,6
31-6 March/April 1947,1974,8,1947,1,0,NSHD,27,0.5217164471109951,9
3-9 February 1948,1974,8,1948,1,0,NSHD,26,0.5217164471109951,7
10-16 February 1948,1974,6,1948,1,0,NSHD,26,0.3912873353332464,1
17-23 February 1948,1974,8,1948,1,0,NSHD,26,0.5217164471109951,3
24-1 Feb/March 1948,1974,14,1948,1,0,NSHD,26,0.9130037824442415,5
3-9 March 1948,1974,7,1948,1,0,NSHD,26,0.45650189122212076,8
10-16 March 1948,1974,5,1948,1,0,NSHD,26,0.326072779444372,2
17-23 March 1948,1974,8,1948,1,0,NSHD,26,0.5217164471109951,4
24-30 March 1948,1974,13,1948,1,0,NSHD,26,0.8477892265553671,6
31-6 March/April 1948,1974,18,1948,1,0,NSHD,26,1.1738620059997393,9
3-9 February 1956,1974,18,1956,2,0,NCDS,18,1.1738620059997393,7
10-16 February 1956,1974,16,1956,2,0,NCDS,18,1.0434328942219901,1
17-23 February 1956,1974,9,1956,2,0,NCDS,18,0.5869310029998697,3
24-1 Feb/March 1956,1974,11,1956,2,0,NCDS,18,0.7173601147776184,5
3-9 March 1956,1974,12,1956,2,0,NCDS,18,0.7825746706664928,8
10-16 March 1956,1974,9,1956,2,0,NCDS,18,0.5869310029998697,2
17-23 March 1956,1974,13,1956,2,0,NCDS,18,0.8477892265553671,4
24-30 March 1956,1974,13,1956,2,0,NCDS,18,0.8477892265553671,6
31-6 March/April 1956,1974,13,1956,2,0,NCDS,18,0.8477892265553671,9
3-9 February 1957,1974,8,1957,2,0,NCDS,17,0.5217164471109951,7
10-16 February 1957,1974,12,1957,2,0,NCDS,17,0.7825746706664928,1
17-23 February 1957,1974,11,1957,2,0,NCDS,17,0.7173601147776184,3
24-2 Feb/March 1957,1974,6,1957,2,0,NCDS,17,0.3912873353332464,5
3-9 March 1957,1974,2,1957,2,0,NCDS,17,0.13042911177774877,8
10-16 March 1957,1974,10,1957,2,0,NCDS,17,0.652145558888744,2
17-23 March 1957,1974,6,1957,2,0,NCDS,17,0.3912873353332464,4
24-30 March 1957,1974,4,1957,2,0,NCDS,17,0.26085822355549754,6
31-6 March/April 1957,1974,13,1957,2,0,NCDS,17,0.8477892265553671,9
3-9 February 1958,1974,7,1958,2,0,NCDS,16,0.45650189122212076,7
10-16 February 1958,1974,7,1958,2,0,NCDS,16,0.45650189122212076,1
17-23 February 1958,1974,5,1958,2,0,NCDS,16,0.326072779444372,3
24-2 Feb/March 1958,1974,8,1958,2,0,NCDS,16,0.5217164471109951,5
3-9 March 1958,1974,5,1958,2,1,NCDS,16,0.326072779444372,8
10-16 March 1958,1974,5,1958,2,0,NCDS,16,0.326072779444372,2
17-23 March 1958,1974,4,1958,2,0,NCDS,16,0.26085822355549754,4
24-30 March 1958,1974,2,1958,2,0,NCDS,16,0.13042911177774877,6
31-6 March/April 1958,1974,6,1958,2,0,NCDS,16,0.3912873353332464,9
3-9 February 1959,1974,11,1959,2,0,NCDS,15,0.7173601147776184,7
10-16 February 1959,1974,6,1959,2,0,NCDS,15,0.3912873353332464,1
17-23 February 1959,1974,4,1959,2,0,NCDS,15,0.26085822355549754,3
24-2 Feb/March 1959,1974,7,1959,2,0,NCDS,15,0.45650189122212076,5
3-9 March 1959,1974,11,1959,2,0,NCDS,15,0.7173601147776184,8
10-16 March 1959,1974,2,1959,2,0,NCDS,15,0.13042911177774877,2
17-23 March 1959,1974,9,1959,2,0,NCDS,15,0.5869310029998697,4
24-30 March 1959,1974,8,1959,2,0,NCDS,15,0.5217164471109951,6
31-6 March/April 1959,1974,6,1959,2,0,NCDS,15,0.3912873353332464,9
3-9 February 1960,1974,1,1960,2,0,NCDS,14,0.06521455588887438,7
10-16 February 1960,1974,9,1960,2,0,NCDS,14,0.5869310029998697,1
17-23 February 1960,1974,3,1960,2,0,NCDS,14,0.1956436676666232,3
24-1 Feb/March 1960,1974,3,1960,2,0,NCDS,14,0.1956436676666232,5
3-9 March 1960,1974,3,1960,2,0,NCDS,14,0.1956436676666232,8
10-16 March 1960,1974,4,1960,2,0,NCDS,14,0.26085822355549754,2
17-23 March 1960,1974,6,1960,2,0,NCDS,14,0.3912873353332464,4
24-30 March 1960,1974,8,1960,2,0,NCDS,14,0.5217164471109951,6
31-6 March/April 1960,1974,4,1960,2,0,NCDS,14,0.26085822355549754,9
8-14 March 1968,1974,3,1968,3,0,BCS70,6,0.1956436676666232,9
15-21 March 1968,1974,7,1968,3,0,BCS70,6,0.45650189122212076,2
22-28 March 1968,1974,7,1968,3,0,BCS70,6,0.45650189122212076,4
29-4 March/April 1968,1974,6,1968,3,0,BCS70,6,0.3912873353332464,6
5-11 April 1968,1974,5,1968,3,0,BCS70,6,0.326072779444372,8
12-18 April 1968,1974,2,1968,3,0,BCS70,6,0.13042911177774877,1
19-25 April 1968,1974,2,1968,3,0,BCS70,6,0.13042911177774877,3
26-2 April/May 1968,1974,8,1968,3,0,BCS70,6,0.5217164471109951,5
3-9 May 1968,1974,9,1968,3,0,BCS70,6,0.5869310029998697,7
8-14 March 1969,1974,4,1969,3,0,BCS70,5,0.26085822355549754,9
15-21 March 1969,1974,4,1969,3,0,BCS70,5,0.26085822355549754,2
22-28 March 1969,1974,5,1969,3,0,BCS70,5,0.326072779444372,4
29-4 March/April 1969,1974,9,1969,3,0,BCS70,5,0.5869310029998697,6
5-11 April 1969,1974,3,1969,3,0,BCS70,5,0.1956436676666232,8
12-18 April 1969,1974,6,1969,3,0,BCS70,5,0.3912873353332464,1
19-25 April 1969,1974,6,1969,3,0,BCS70,5,0.3912873353332464,3
26-2 April/May 1969,1974,10,1969,3,0,BCS70,5,0.652145558888744,5
3-9 May 1969,1974,6,1969,3,0,BCS70,5,0.3912873353332464,7
8-14 March 1970,1974,6,1970,3,0,BCS70,4,0.3912873353332464,9
15-21 March 1970,1974,4,1970,3,0,BCS70,4,0.26085822355549754,2
22-28 March 1970,1974,7,1970,3,0,BCS70,4,0.45650189122212076,4
29-4 March/April 1970,1974,8,1970,3,0,BCS70,4,0.5217164471109951,6
5-11 April 1970,1974,8,1970,3,1,BCS70,4,0.5217164471109951,8
12-18 April 1970,1974,7,1970,3,0,BCS70,4,0.45650189122212076,1
19-25 April 1970,1974,9,1970,3,0,BCS70,4,0.5869310029998697,3
26-2 April/May 1970,1974,9,1970,3,0,BCS70,4,0.5869310029998697,5
3-9 May 1970,1974,6,1970,3,0,BCS70,4,0.3912873353332464,7
8-14 March 1971,1974,5,1971,3,0,BCS70,3,0.326072779444372,9
15-21 March 1971,1974,8,1971,3,0,BCS70,3,0.5217164471109951,2
22-28 March 1971,1974,11,1971,3,0,BCS70,3,0.7173601147776184,4
29-4 March/April 1971,1974,6,1971,3,0,BCS70,3,0.3912873353332464,6
5-11 April 1971,1974,8,1971,3,0,BCS70,3,0.5217164471109951,8
12-18 April 1971,1974,10,1971,3,0,BCS70,3,0.652145558888744,1
19-25 April 1971,1974,7,1971,3,0,BCS70,3,0.45650189122212076,3
26-2 April/May 1971,1974,5,1971,3,0,BCS70,3,0.326072779444372,5
3-9 May 1971,1974,7,1971,3,0,BCS70,3,0.45650189122212076,7
8-14 March 1972,1974,12,1972,3,0,BCS70,2,0.7825746706664928,9
15-21 March 1972,1974,2,1972,3,0,BCS70,2,0.13042911177774877,2
22-28 March 1972,1974,8,1972,3,0,BCS70,2,0.5217164471109951,4
29-4 March/April 1972,1974,9,1972,3,0,BCS70,2,0.5869310029998697,6
5-11 April 1972,1974,8,1972,3,0,BCS70,2,0.5217164471109951,8
12-18 April 1972,1974,12,1972,3,0,BCS70,2,0.7825746706664928,1
19-25 April 1972,1974,12,1972,3,0,BCS70,2,0.7825746706664928,3
26-2 April/May 1972,1974,11,1972,3,0,BCS70,2,0.7173601147776184,5
3-9 May 1972,1974,14,1972,3,0,BCS70,2,0.9130037824442415,7
3-9 February 1944,1975,13,1944,1,0,NSHD,31,0.8477892265553671,7
10-16 February 1944,1975,11,1944,1,0,NSHD,31,0.7173601147776184,1
17-23 February 1944,1975,12,1944,1,0,NSHD,31,0.7825746706664928,3
24-1 Feb/March 1944,1975,11,1944,1,0,NSHD,31,0.7173601147776184,5
3-9 March 1944,1975,10,1944,1,0,NSHD,31,0.652145558888744,8
10-16 March 1944,1975,6,1944,1,0,NSHD,31,0.3912873353332464,2
17-23 March 1944,1975,6,1944,1,0,NSHD,31,0.3912873353332464,4
24-30 March 1944,1975,11,1944,1,0,NSHD,31,0.7173601147776184,6
31-6 March/April 1944,1975,7,1944,1,0,NSHD,31,0.45650189122212076,9
3-9 February 1945,1975,7,1945,1,0,NSHD,30,0.45650189122212076,7
10-16 February 1945,1975,9,1945,1,0,NSHD,30,0.5869310029998697,1
17-23 February 1945,1975,10,1945,1,0,NSHD,30,0.652145558888744,3
24-2 Feb/March 1945,1975,6,1945,1,0,NSHD,30,0.3912873353332464,5
3-9 March 1945,1975,9,1945,1,0,NSHD,30,0.5869310029998697,8
10-16 March 1945,1975,12,1945,1,0,NSHD,30,0.7825746706664928,2
17-23 March 1945,1975,11,1945,1,0,NSHD,30,0.7173601147776184,4
24-30 March 1945,1975,10,1945,1,0,NSHD,30,0.652145558888744,6
31-6 March/April 1945,1975,17,1945,1,0,NSHD,30,1.1086474501108647,9
3-9 February 1946,1975,9,1946,1,0,NSHD,29,0.5869310029998697,7
10-16 February 1946,1975,11,1946,1,0,NSHD,29,0.7173601147776184,1
17-23 February 1946,1975,8,1946,1,0,NSHD,29,0.5217164471109951,3
24-2 Feb/March 1946,1975,6,1946,1,0,NSHD,29,0.3912873353332464,5
3-9 March 1946,1975,11,1946,1,1,NSHD,29,0.7173601147776184,8
10-16 March 1946,1975,10,1946,1,0,NSHD,29,0.652145558888744,2
17-23 March 1946,1975,14,1946,1,0,NSHD,29,0.9130037824442415,4
24-30 March 1946,1975,12,1946,1,0,NSHD,29,0.7825746706664928,6
31-6 March/April 1946,1975,11,1946,1,0,NSHD,29,0.7173601147776184,9
3-9 February 1947,1975,18,1947,1,0,NSHD,28,1.1738620059997393,7
10-16 February 1947,1975,9,1947,1,0,NSHD,28,0.5869310029998697,1
17-23 February 1947,1975,13,1947,1,0,NSHD,28,0.8477892265553671,3
24-2 Feb/March 1947,1975,15,1947,1,0,NSHD,28,0.978218338333116,5
3-9 March 1947,1975,17,1947,1,0,NSHD,28,1.1086474501108647,8
10-16 March 1947,1975,18,1947,1,0,NSHD,28,1.1738620059997393,2
17-23 March 1947,1975,11,1947,1,0,NSHD,28,0.7173601147776184,4
24-30 March 1947,1975,18,1947,1,0,NSHD,28,1.1738620059997393,6
31-6 March/April 1947,1975,12,1947,1,0,NSHD,28,0.7825746706664928,9
